0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55944	-0.138501	1.55983	-0.138536	1.55944	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.60938	-0.141115	2.29411	-0.201929	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89097	-0.134303	2.25757	0.0826484	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.95681	-0.135997	2.41287	0.12876	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.86265	0.416359	3.38786	0.806128	6.86352	0.416818	6.56942	0.496096	2.36382	0.348847
6.69869	0.403848	2.66317	-0.263046	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07783	0.592615	2.10456	0.518649	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.09752	0.595266	2.3687	0.573398	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5753	1.6662	2.59272	1.45922	11.5755	1.6669	11.3468	1.427	2.49328	0.600781
11.5217	1.65737	2.39627	1.29959	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5927	2.31287	1.73368	0.124856	13.5921	2.31191	13.827	2.07904	2.5429	0.724947
13.6836	2.32733	2.28565	0.371012	13.6572	1.99915	13.827	2.07904	2.5429	0.724947
16.6444	2.90266	3.63189	0.762529	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4806	2.87371	2.90212	0.602475	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0112	3.70522	2.17066	1.01272	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0882	3.72029	2.33683	1.0485	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3314	4.73211	2.14995	0.97827	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.4277	4.75395	2.51118	1.11861	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0785	5.57013	2.7786	0.564193	24.0787	5.56968	24.1437	5.83295	2.65286	1.14952
24.1885	5.59559	3.01105	0.619371	24.5601	5.92334	24.1437	5.83295	2.65286	1.14952
26.6063	6.95991	1.85856	1.97899	26.6053	6.96102	26.7833	7.01246	2.6632	1.22647
26.6668	6.97821	2.29189	2.22038	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5853	8.08957	3.494	0.185228	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.53	8.07516	3.20183	0.0827388	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9429	9.87755	1.70201	3.24701	31.9416	9.88017	32.0955	9.56901	2.67104	1.33358
31.9263	9.87403	1.79735	3.34174	31.7928	9.49891	32.0955	9.56901	2.67104	1.33358
34.6143	10.7026	3.45819	-1.29926	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.6975	10.729	3.55897	-1.26573	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1421	12.0843	1.45902	3.56764	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.2579	12.124	1.85702	3.73862	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3266	13.4703	4.15227	-0.6674	40.3285	13.4666	40.0971	13.6505	2.66232	1.36458
