8.46292	0.243462	-3.03909	-0.087429	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44809	0.251545	-1.08022	0.0904882	8.44818	0.251553	8.45	0.25	-3.00027	0
8.47183	0.251465	-0.00519858	-0.0154888	8.56759	0.241943	8.45	0.25	0	0
8.46433	0.254259	-0.0106272	0.0220833	8.45582	0.253997	8.45	0.25	0	0
8.37974	0.253519	-1.48877	-0.022135	8.42544	0.254042	8.35	0.25	-1.81979	0
8.2797	0.250589	-1.50993	-0.0296216	8.23962	0.24916	8.25	0.25	-1.81978	0
8.0743	0.244843	-3.33939	-0.0880491	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.8918	0.184501	-3.35696	-0.338311	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.72399	0.167097	-3.2513	-0.338422	7.61269	0.155818	7.7	0.15	-2.99982	0
7.55671	0.156305	-3.25978	-0.313551	7.54016	0.159641	7.55	0.15	-2.99982	0
7.45399	0.138282	-2.1742	-0.304571	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.33662	0.068935	-2.16849	-0.508926	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.18305	0.0433521	-2.66853	-0.498899	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.04002	-0.0251848	-2.66124	-0.659643	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.94012	-0.0668573	-1.88181	-0.692718	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.83854	-0.195696	-1.88362	-1.05071	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.73128	-0.246029	-2.02881	-1.03657	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.62996	-0.39155	-2.04351	-1.40876	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.58883	-0.480748	-1.17697	-1.54661	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.53289	-0.609279	-1.18324	-1.74903	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.49775	-0.717543	-0.698073	-1.84929	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.44837	-0.953213	-0.767508	-2.37799	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
