0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.780477	0.731413	6.60518	2.00224	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.19985	0.530664	10.1774	0.0585969	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.30554	0.68024	4.13776	3.29052	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.57272	0.738876	4.11686	3.00101	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.75701	0.886129	4.22764	3.07303	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.07747	0.842294	4.7643	2.0804	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.27588	0.93586	4.61726	2.06661	1.96701	0.557116	2.41954	0.606284	5.19573	0.0502389
2.59963	0.82745	5.04569	1.07003	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.85557	0.879851	5.08993	1.07244	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.1201	0.785769	5.19713	0.46801	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.38664	0.808921	5.20315	0.462078	3.56096	0.485311	3.45825	0.622686	5.18963	0.11818
3.75275	0.525945	5.51283	-0.791077	3.89365	0.311793	3.71772	0.629131	5.18754	0.139576
4.04183	0.48431	5.5662	-0.799841	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.31005	0.518134	5.54685	-0.504157	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.57268	0.493496	5.28598	-0.516059	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.72792	0.724779	5.04175	0.512062	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.97819	0.74901	4.87209	0.484327	5.20902	0.66599	5.01316	0.679804	5.1727	0.272649
5.28256	0.691239	5.03129	0.145605	5.51893	0.648233	5.27175	0.694234	5.16867	0.304413
5.54131	0.696762	5.33515	0.169542	5.22835	0.639362	5.53013	0.710295	5.16422	0.337868
5.84706	0.697764	5.42769	0.129611	6.022	0.708619	5.78828	0.728071	5.15932	0.372999
6.07981	0.701488	5.00763	0.0920557	5.89392	0.373584	6.04618	0.747646	5.15393	0.409793
6.32236	0.839615	4.9695	0.622434	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.5728	0.87108	4.97079	0.622818	6.62134	0.836138	6.56111	0.792523	5.14157	0.488305
6.82281	0.800232	4.99621	0.220272	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.06396	0.811537	4.74424	0.19751	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.26578	0.903506	4.64683	0.530337	7.13735	0.957217	7.3309	0.875372	5.1185	0.618123
7.56368	0.939983	5.28093	0.615635	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.83503	0.832925	5.32515	0.0693723	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.08622	0.837332	4.91293	0.0393802	8.40453	0.884557	8.0968	0.978758	5.08907	0.761915
8.31682	0.843277	4.87654	0.0577112	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.59673	0.848517	5.43271	0.105339	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.8393	0.966178	5.34927	0.555701	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.13463	0.997605	5.28374	0.550905	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.37238	1.04401	5.21717	0.630647	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.65935	1.07902	5.28755	0.640161	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.93228	1.2911	5.2749	1.35065	10.0484	1.44598	9.86254	1.31118	4.98922	1.14793
10.1829	1.3543	4.83563	1.27778	10.5377	1.72555	10.1116	1.37011	4.97074	1.2084
10.3912	1.44905	4.74689	1.40804	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.625	1.51814	4.50676	1.36797	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.8358	1.51926	4.48958	1.10709	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.1055	1.58112	4.9249	1.17053	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.3959	1.61298	5.03815	1.05498	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.6259	1.66259	4.82359	1.02364	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.8492	1.7363	4.77524	1.11636	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.1124	1.79641	5.0792	1.16522	12.136	2.14937	12.0648	1.95639	4.77598	1.73273
12.3624	1.8181	5.07867	1.02182	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.62	1.8698	5.1841	1.03789	12.5457	1.77728	12.5394	2.13677	4.71258	1.87338
12.8125	2.07698	4.98575	1.6648	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
13.0855	2.16565	5.19271	1.70645	13.2198	2.66441	13.0075	2.33136	4.64258	2.01701
13.2882	2.35207	5.02511	2.11841	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
13.4694	2.44049	4.37766	1.97695	12.7087	3.12439	13.4682	2.54047	4.56564	2.16317
13.7101	2.57608	4.41857	2.11442	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
13.9305	2.68194	4.4652	2.12488	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
14.1534	2.86771	4.43673	2.43595	14.2105	2.94205	14.1439	2.88179	4.43656	2.38601
14.4016	2.99699	4.74086	2.51031	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
14.6215	3.01975	4.73737	2.11497	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
14.8634	3.12677	4.80302	2.13012	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
15.067	3.38709	4.65817	2.74216	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
15.2854	3.51807	4.30337	2.6453	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
15.4899	3.74462	4.23893	3.01553	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
15.6953	3.89338	4.19386	3.00223	15.7234	3.4105	15.6356	3.80957	4.06678	2.91315
15.9231	4.01421	4.25157	2.88232	15.9774	4.00094	15.8375	3.95718	4.00571	2.98817
16.1238	4.15358	3.94464	2.79306	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
16.3088	4.37305	3.87878	3.10647	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
16.5207	4.5342	4.01086	3.14781	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
16.6994	4.69362	3.95526	3.16397	16.6039	4.67344	16.613	4.5849	3.74	3.28438
16.8642	4.83881	3.39606	2.9827	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
17.0031	5.10945	3.25984	3.4625	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
17.1705	5.28453	3.33129	3.48791	17.3421	4.64623	17.1578	5.09409	3.51797	3.50008
17.3297	5.45181	3.31642	3.46375	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
17.4835	5.62032	3.19643	3.42025	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
17.6923	5.68863	3.37505	3.00701	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
17.8531	5.8355	3.17675	2.9367	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
18.0146	6.06628	3.13957	3.25657	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
18.1802	6.23233	3.18531	3.27396	18.1245	6.79027	18.1403	6.20641	3.01542	3.90462
18.2813	6.54751	2.95437	3.87653	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
18.4215	6.73694	2.79349	3.80885	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
18.5778	6.84426	2.88511	3.487	18.5422	6.76013	18.572	6.80638	2.7356	4.08866
18.7376	7.0251	3.02677	3.54445	18.8089	7.24388	18.7064	7.01237	2.63826	4.14672
18.9483	7.1601	3.20463	3.3563	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
19.0552	7.30564	2.68738	3.14452	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
19.0971	7.69125	2.31486	4.05122	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
19.2179	7.89673	2.38926	4.08638	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
19.2864	8.14255	2.22939	4.26798	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
19.3826	8.34956	2.2371	4.27229	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
19.4956	8.45706	2.30979	3.87805	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
19.5956	8.64287	2.10055	3.77787	19.6843	8.35902	19.5967	8.75494	1.7919	4.53956
19.7646	8.8172	2.27937	3.68892	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
19.8598	8.99164	2.01698	3.56054	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
19.9659	9.28286	1.95624	3.97707	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
20.0302	9.46285	1.59928	3.79067	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
20.0834	9.76983	1.44779	4.23794	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
